"","Antoni","Pere","Marta","Claudia","Marc","Maria"
"1304",9070.7,10836.9,20278.6,39616.4,12962.1,43720.7
"1305",8614.5,10291.9,19451.8,38043.4,12310.3,41993.2
"1306",8158.3,9746.9,18625.1,36470.3,11658.4,40265.7
"1307",7702.2,9202,17798.3,34897.3,11006.5,38538.2
"1308",7246,8657,16971.6,33324.2,10354.6,36810.7
"1309",6789.8,8112,16144.8,31751.1,9702.8,35083.3
"1310",6514.9,7783.5,15572.4,30630.7,9309.9,33846.3
"1311",6240,7455,15000.1,29510.3,8917,32609.4
"1312",5965,7126.5,14427.7,28389.8,8524.1,31372.4
"1313",5690.1,6798,13855.4,27269.4,8131.2,30135.5
"1314",5415.1,6469.6,13283,26149,7738.3,28898.6
"1315",5140.2,6141.1,12710.7,25028.6,7345.4,27661.6
"1316",4865.2,5812.6,12138.3,23908.1,6952.5,26424.7
"1317",4590.3,5484.1,11566,22787.7,6559.6,25187.7
"1318",4315.4,5155.7,10993.6,21667.3,6166.7,23950.8
"1319",4040.4,4827.2,10421.3,20546.8,5773.8,22713.8
"1320",3765.5,4498.7,9848.9,19426.4,5380.9,21476.9
"1321",3490.5,4170.2,9276.6,18306,4988,20239.9
"1322",3336.4,3986,8915.2,17592.8,4767.7,19451.5
"1323",3182.2,3801.8,8553.8,16879.7,4547.4,18663
"1324",3028,3617.6,8192.5,16166.6,4327,17874.5
"1325",2873.8,3433.4,7831.1,15453.5,4106.7,17086.1
"1326",2719.6,3249.2,7469.7,14740.3,3886.4,16297.6
"1327",2565.5,3065,7108.3,14027.2,3666.1,15509.1
"1328",2411.3,2880.8,6746.9,13314.1,3445.7,14720.7
"1329",2257.1,2696.6,6385.6,12600.9,3225.4,13932.2
"1330",2102.9,2512.4,6024.2,11887.8,3005.1,13143.7
"1331",1948.7,2328.2,5662.8,11174.7,2784.8,12355.3
"1332",1794.5,2144,5301.4,10461.6,2564.4,11566.8
"1333",1640.4,1959.8,4940,9748.4,2344.1,10778.3
"1334",1561.2,1865.2,4729.9,9333.7,2230.9,10319.8
"1335",1482,1770.6,4519.7,8918.9,2117.8,9861.2
"1336",1402.8,1676,4309.5,8504.2,2004.6,9402.6
"1337",1323.6,1581.3,4099.3,8089.4,1891.5,8944
"1338",1244.4,1486.7,3889.1,7674.6,1778.3,8485.4
"1339",1165.2,1392.1,3679,7259.9,1665.1,8026.9
"1340",1086,1297.5,3468.8,6845.1,1552,7568.3
"1341",1006.9,1202.9,3258.6,6430.4,1438.8,7109.7
"1342",927.7,1108.3,3048.4,6015.6,1325.6,6651.1
"1343",848.5,1013.7,2838.2,5600.8,1212.5,6192.5
"1344",769.3,919.1,2628.1,5186.1,1099.3,5734
"1345",690.1,824.5,2417.9,4771.3,986.2,5275.4
"1346",653.6,780.9,2305.3,4549.2,934,5029.9
"1347",617.2,737.3,2192.8,4327.2,881.9,4784.3
"1348",580.7,693.8,2080.3,4105.1,829.8,4538.8
"1349",544.2,650.2,1967.7,3883,777.7,4293.3
"1350",507.8,606.6,1855.2,3661,725.6,4047.7
"1351",471.3,563.1,1742.7,3438.9,673.5,3802.2
"1352",434.8,519.5,1630.1,3216.8,621.4,3556.7
"1353",398.4,475.9,1517.6,2994.7,569.3,3311.1
"1354",361.9,432.4,1405.1,2772.7,517.2,3065.6
"1355",325.4,388.8,1292.5,2550.6,465.1,2820.1
"1356",289,345.3,1180,2328.5,413,2574.5
"1357",252.5,301.7,1067.5,2106.5,360.9,2329
"1358",237.9,284.2,1013,1999.1,340,2210.3
"1359",223.3,266.8,958.6,1891.7,319.1,2091.5
"1360",208.7,249.3,904.2,1784.3,298.2,1972.8
"1361",194.1,231.9,849.8,1676.9,277.3,1854
"1362",179.5,214.4,795.3,1569.5,256.4,1735.3
"1363",164.8,196.9,740.9,1462.1,235.6,1616.6
"1364",150.2,179.5,686.5,1354.7,214.7,1497.8
"1365",135.6,162,632.1,1247.3,193.8,1379.1
"1366",121,144.6,577.7,1139.9,172.9,1260.3
"1367",106.4,127.1,523.2,1032.5,152,1141.6
"1368",91.8,109.6,468.8,925.1,131.2,1022.9
"1369",77.2,92.2,414.4,817.7,110.3,904.1
"1370",72.3,86.4,391.2,772,103.3,853.6
"1371",67.4,80.5,368.1,726.3,96.3,803.1
"1372",62.5,74.7,344.9,680.6,89.3,752.5
"1373",57.6,68.9,321.8,634.9,82.4,702
"1374",52.8,63,298.6,589.2,75.4,651.5
"1375",47.9,57.2,275.4,543.5,68.4,601
"1376",43,51.4,252.3,497.9,61.4,550.4
"1377",38.1,45.5,229.1,452.2,54.5,499.9
"1378",33.2,39.7,206,406.5,47.5,449.4
"1379",28.3,33.9,182.8,360.8,40.5,398.9
"1380",23.5,28,159.7,315.1,33.5,348.4
"1381",18.6,22.2,136.5,269.4,26.5,297.8
"1382",17.3,20.7,128.1,252.9,24.7,279.6
"1383",16,19.1,119.8,236.4,22.9,261.4
"1384",14.7,17.6,111.4,219.9,21.1,243.1
"1385",13.5,16.1,103.1,203.4,19.2,224.9
"1386",12.2,14.6,94.7,186.9,17.4,206.7
"1387",10.9,13,86.4,170.5,15.6,188.5
"1388",9.6,11.5,78,154,13.8,170.2
"1389",8.4,10,69.7,137.5,11.9,152
"1390",7.1,8.5,61.3,121,10.1,133.8
"1391",5.8,6.9,53,104.5,8.3,115.6
"1392",4.5,5.4,44.6,88,6.5,97.3
"1393",3.2,3.9,36.3,71.6,4.6,79.1
"1394",3,3.6,33.8,66.8,4.3,73.8
"1395",2.8,3.3,31.4,62,4,68.6
"1396",2.5,3,29,57.2,3.6,63.3
"1397",2.3,2.7,26.6,52.5,3.3,58
"1398",2,2.4,24.2,47.7,2.9,52.7
"1399",1.8,2.2,21.7,42.9,2.6,47.4
"1400",1.6,1.9,19.3,38.1,2.2,42.2
"1401",1.3,1.6,16.9,33.4,1.9,36.9
"1402",1.1,1.3,14.5,28.6,1.6,31.6
"1403",0.9,1,12.1,23.8,1.2,26.3
"1404",0.6,0.7,9.6,19,0.9,21
"1405",0.4,0.4,7.2,14.2,0.5,15.8
"1406",0.3,0.4,6.7,13.2,0.5,14.6
"1407",0.3,0.4,6.2,12.2,0.5,13.5
"1408",0.3,0.3,5.7,11.2,0.4,12.3
"1409",0.3,0.3,5.1,10.1,0.4,11.2
"1410",0.2,0.3,4.6,9.1,0.3,10.1
"1411",0.2,0.2,4.1,8.1,0.3,8.9
"1412",0.2,0.2,3.6,7.1,0.2,7.8
"1413",0.1,0.2,3.1,6,0.2,6.7
"1414",0.1,0.1,2.5,5,0.2,5.5
"1415",0.1,0.1,2,4,0.1,4.4
"1416",0.1,0.1,1.5,3,0.1,3.3
"1417",0,0,1,1.9,0,2.1
"1418",0,0,0.9,1.8,0,2
"1419",0,0,0.8,1.6,0,1.8
"1420",0,0,0.7,1.5,0,1.6
"1421",0,0,0.7,1.3,0,1.5
"1422",0,0,0.6,1.2,0,1.3
"1423",0,0,0.5,1,0,1.1
"1424",0,0,0.4,0.9,0,1
"1425",0,0,0.4,0.7,0,0.8
"1426",0,0,0.3,0.6,0,0.6
"1427",0,0,0.2,0.4,0,0.5
"1428",0,0,0.1,0.3,0,0.3
"1429",0,0,0.1,0.1,0,0.1
"1430",0,0,0.1,0.1,0,0.1
"1431",0,0,0.1,0.1,0,0.1
"1432",0,0,0,0.1,0,0.1
"1433",0,0,0,0.1,0,0.1
"1434",0,0,0,0.1,0,0.1
"1435",0,0,0,0.1,0,0.1
"1436",0,0,0,0.1,0,0.1
"1437",0,0,0,0,0,0
"1438",0,0,0,0,0,0
"1439",0,0,0,0,0,0
"1440",0,0,0,0,0,0
"1441",0,0,0,0,0,0
